"question_id","category","condition","question_text","ground_truth_answer","llm_answer","source_priority_note","answer_correctness","scorer_notes"
"C-03","C","RAG-Standard","My school says I need to complete 70% of my classes once I've taken more than 96 credits — is that a federal rule?","No. The federal SAP pace standard is 67% for all students regardless of how many credits they have attempted. A tiered or higher pace standard is an institutional policy. Pace University applies a 70% completion standard to students who have attempted 96 or more credits.","The context does not provide information about a federal rule requiring students to complete 70% of their classes after taking more than 96 credits. The completion percentage mentioned in the context for graduate and professional students is 67%, and for undergraduates, it is 80%. Therefore, the requirement from your school is not mentioned in the provided context and may be specific to your institution.","federal-primary (priority 1) overrides institutional (priority 4)","",""
"C-03","C","RAG-AuthAware","My school says I need to complete 70% of my classes once I've taken more than 96 credits — is that a federal rule?","No. The federal SAP pace standard is 67% for all students regardless of how many credits they have attempted. A tiered or higher pace standard is an institutional policy. Pace University applies a 70% completion standard to students who have attempted 96 or more credits.","The information provided does not indicate that a federal rule requires students to complete 70% of their classes after taking more than 96 credits. The context mentions different requirements for satisfactory academic progress, but it does not specify a federal rule regarding the completion percentage after a certain number of credits. Therefore, it appears to be an institutional policy rather than a federal rule.","federal-primary (priority 1) overrides institutional (priority 4)","",""
"C-04","C","Baseline-LLM","Does the federal government set a maximum time limit for how long I can take to finish my degree and still get aid?","Yes. The federal maximum timeframe standard requires students to complete their program within 150% of the published program length (e.g., six years for a four-year degree). However, some institutions set stricter timeframes. This is a federal floor, not a ceiling.","Yes, the federal government does set a maximum time limit for how long you can take to finish your degree and still receive federal student aid. Generally, you must complete your program within 150% of the published length of the program. For example, if your degree program is designed to take four years, you would have up to six years to complete it and still be eligible for federal aid.","federal-primary (priority 1) — institutional policies may be stricter","",""
"C-04","C","RAG-Standard","Does the federal government set a maximum time limit for how long I can take to finish my degree and still get aid?","Yes. The federal maximum timeframe standard requires students to complete their program within 150% of the published program length (e.g., six years for a four-year degree). However, some institutions set stricter timeframes. This is a federal floor, not a ceiling.","The context does not provide specific information about a federal government-set maximum time limit for completing a degree to receive aid. It mentions that students must adhere to their school's policies regarding maximum timeframes for degree completion, but does not specify federal limits. Therefore, I cannot answer your question clearly based on the provided information.","federal-primary (priority 1) — institutional policies may be stricter","",""
"C-04","C","RAG-AuthAware","Does the federal government set a maximum time limit for how long I can take to finish my degree and still get aid?","Yes. The federal maximum timeframe standard requires students to complete their program within 150% of the published program length (e.g., six years for a four-year degree). However, some institutions set stricter timeframes. This is a federal floor, not a ceiling.","The context does not provide specific information about a federal government-set maximum time limit for completing a degree to remain eligible for financial aid. It mentions that schools must apply their own standards consistently, but does not specify federal limits. Therefore, I cannot answer your question based on the provided information.","federal-primary (priority 1) — institutional policies may be stricter","",""
"C-05","C","Baseline-LLM","My school told me I need a 2.0 GPA to keep my aid — but the financial aid page says something different than what an advisor told me. Which one is right?","The federal minimum is 2.0. If an institutional page states a higher requirement, the institutional standard applies to institutional aid while federal aid follows the federal standard. If there is a conflict between verbal advice and a written policy, the written policy on the institutional financial aid page governs.","I cannot determine which information is correct based on the context provided. You should clarify with your school or financial aid office to resolve the discrepancy between the GPA requirement mentioned by your advisor and what is stated on the financial aid page.","federal-primary (priority 1) for federal aid; institutional (priority 4) for institutional aid","",""
"C-05","C","RAG-Standard","My school told me I need a 2.0 GPA to keep my aid — but the financial aid page says something different than what an advisor told me. Which one is right?","The federal minimum is 2.0. If an institutional page states a higher requirement, the institutional standard applies to institutional aid while federal aid follows the federal standard. If there is a conflict between verbal advice and a written policy, the written policy on the institutional financial aid page governs.","According to the context provided, to remain eligible for financial aid at the University of Washington, undergraduate students must maintain at least a 2.0 cumulative GPA as measured at the end of spring quarter. Therefore, if your school is stating that you need a 2.0 GPA to keep your aid, that aligns with the information from the financial aid page. The advisor's information should also be consistent with this requirement. If there is a discrepancy, it may be best to clarify with the financial aid office directly.","federal-primary (priority 1) for federal aid; institutional (priority 4) for institutional aid","",""
"C-05","C","RAG-AuthAware","My school told me I need a 2.0 GPA to keep my aid — but the financial aid page says something different than what an advisor told me. Which one is right?","The federal minimum is 2.0. If an institutional page states a higher requirement, the institutional standard applies to institutional aid while federal aid follows the federal standard. If there is a conflict between verbal advice and a written policy, the written policy on the institutional financial aid page governs.","The information provided does not contain enough details about the specific requirements from your school or the financial aid page you are referring to. It is best to consult directly with your school's financial aid office for clarification on the GPA requirements and to resolve any discrepancies.","federal-primary (priority 1) for federal aid; institutional (priority 4) for institutional aid","",""
"T-01","T","Baseline-LLM","How does the government figure out how much financial aid I need?","Financial need is calculated as: Cost of Attendance (COA) minus Student Aid Index (SAI). The SAI replaced the Expected Family Contribution (EFC) formula starting with the 2024-25 award year under the FAFSA Simplification Act.","The government determines how much financial aid you need by assessing your financial situation through the Free Application for Federal Student Aid (FAFSA). This application collects information about your income, assets, and family size, which is then used to calculate your Expected Family Contribution (EFC). The EFC is a measure of your family's financial strength and is used to determine your eligibility for federal student aid, including grants, loans, and work-study programs. The difference between the cost of attendance at your chosen school and your EFC helps to establish your financial need.","federal-primary 2025-26 (priority 1) — 2024-25 handbook used EFC formula","",""
"T-01","T","RAG-Standard","How does the government figure out how much financial aid I need?","Financial need is calculated as: Cost of Attendance (COA) minus Student Aid Index (SAI). The SAI replaced the Expected Family Contribution (EFC) formula starting with the 2024-25 award year under the FAFSA Simplification Act.","The government figures out how much financial aid you need by using the following process:

1. **Cost of Attendance (COA)**: Your college or career school calculates your COA, which includes tuition and fees, living expenses, books, supplies, transportation, and other related costs.

2. **Student Aid Index (SAI)**: Your SAI is determined based on the information you provide in your FAFSA form. This index reflects your financial situation.

3. **Financial Need Calculation**: The financial aid office subtracts your SAI from your COA to determine your financial need. The formula is:
   - Financial Need = COA - SAI

This calculation helps the school determine how much need-based aid you are eligible to receive.","federal-primary 2025-26 (priority 1) — 2024-25 handbook used EFC formula","",""
"T-01","T","RAG-AuthAware","How does the government figure out how much financial aid I need?","Financial need is calculated as: Cost of Attendance (COA) minus Student Aid Index (SAI). The SAI replaced the Expected Family Contribution (EFC) formula starting with the 2024-25 award year under the FAFSA Simplification Act.","The government determines how much financial aid you need by using the following process:

1. **Cost of Attendance (COA)**: Your college or career school calculates your COA, which includes tuition and fees, living expenses, books, supplies, transportation, and other related costs.

2. **Student Aid Index (SAI)**: The financial aid office reviews your SAI, which is derived from the information you provide in your FAFSA form.

3. **Financial Need Calculation**: They subtract your SAI from your COA to determine your financial need using the formula:
   \[
   \text{Financial Need} = \text{COA} - \text{SAI}
   \]

This financial need will then help determine your eligibility for need-based federal student aid programs.","federal-primary 2025-26 (priority 1) — 2024-25 handbook used EFC formula","",""
"T-02","T","Baseline-LLM","What tax information does the FAFSA use and where does it come from?","The 2025-26 FAFSA uses 2023 federal tax return data. The data is transferred automatically through the FUTURE Act Direct Data Exchange (FA-DDX), which replaced the IRS Data Retrieval Tool (IRS-DRT).","The FAFSA uses tax information from the prior-prior year. For example, for the 2023-2024 FAFSA, it would use tax information from 2021. This information typically comes from the IRS, as applicants can use the IRS Data Retrieval Tool to automatically import their tax information into the FAFSA form.","federal-primary 2025-26 (priority 1) — 2024-25 handbook referenced IRS-DRT which is retired","",""
"T-02","T","RAG-Standard","What tax information does the FAFSA use and where does it come from?","The 2025-26 FAFSA uses 2023 federal tax return data. The data is transferred automatically through the FUTURE Act Direct Data Exchange (FA-DDX), which replaced the IRS Data Retrieval Tool (IRS-DRT).","The FAFSA uses the following tax information:

(a) Adjusted Gross Income (AGI)  
(b) Income Earned from Work  
(c) U.S. Income Tax Paid  
(d) Untaxed Portions of IRA Distributions  
(e) Untaxed Portions of Pensions  
(f) IRA Deductions and Payments  
(g) Tax Exempt Interest Income  
(h) Education Credits  
(i) Foreign Income Exempt from Federal Taxation  

This information can be transferred directly from the IRS, and if it is unchanged, it does not need to be verified. If the information is not transferred from the IRS, documentation such as a transcript from the IRS or a signed copy of the income tax return must be provided for verification.","federal-primary 2025-26 (priority 1) — 2024-25 handbook referenced IRS-DRT which is retired","",""
"T-02","T","RAG-AuthAware","What tax information does the FAFSA use and where does it come from?","The 2025-26 FAFSA uses 2023 federal tax return data. The data is transferred automatically through the FUTURE Act Direct Data Exchange (FA-DDX), which replaced the IRS Data Retrieval Tool (IRS-DRT).","The FAFSA uses federal tax information (FTI) that includes data such as Adjusted Gross Income (AGI), income earned from work, U.S. income tax paid, and other relevant tax details. This information is obtained directly from the Internal Revenue Service (IRS) through the FUTURE Act Direct Data Exchange (FA-DDX). The FA-DDX facilitates the transfer of tax information to the FAFSA form, eliminating the need for most applicants to self-report their income and tax information.","federal-primary 2025-26 (priority 1) — 2024-25 handbook referenced IRS-DRT which is retired","",""
"T-03","T","Baseline-LLM","I heard the FAFSA got simpler recently — what actually changed?","The FAFSA Simplification Act reduced the number of questions on the FAFSA, replaced the EFC with the SAI, changed how family size is determined, and introduced the FA-DDX for automatic tax data transfer. The simplified FAFSA first applied to the 2024-25 award year.","The context does not provide specific information about the changes to the FAFSA. Therefore, I cannot answer your question about what changed in the FAFSA.","federal-primary 2025-26 (priority 1)","",""
"T-03","T","RAG-Standard","I heard the FAFSA got simpler recently — what actually changed?","The FAFSA Simplification Act reduced the number of questions on the FAFSA, replaced the EFC with the SAI, changed how family size is determined, and introduced the FA-DDX for automatic tax data transfer. The simplified FAFSA first applied to the 2024-25 award year.","The FAFSA has undergone significant changes due to the implementation of the FAFSA Simplification Act and the FUTURE Act. Key changes include:

1. **New FAFSA Partner Portal**: The FAFSA Partner Portal replaced FAA Access to CPS Online, and it requires all FAFSA form contributors (students, spouses, and parents) to provide consent to disclose information to the IRS and approval to retrieve and use certain Federal Tax Information (FTI).

2. **Changes in Definitions**: The definition of family size has been updated to align more closely with who can be claimed as a dependent on a U.S. federal tax return. The definition of a veteran now matches the definition used by the Department of Veterans Affairs.

3. **Need Analysis Adjustments**: The number in college is no longer a factor in the need analysis formula, although it remains a required question on the FAFSA form. Additionally, child support received is now considered an asset of the recipient in the needs analysis calculation.

4. **Direct Data Exchange**: The FA-DDX allows for a direct data exchange with the IRS, eliminating the need for most applicants to self-report their income and tax information, which streamlines the application process.

These changes aim to simplify the application process and improve the accuracy of the information provided.","federal-primary 2025-26 (priority 1)","",""
"T-03","T","RAG-AuthAware","I heard the FAFSA got simpler recently — what actually changed?","The FAFSA Simplification Act reduced the number of questions on the FAFSA, replaced the EFC with the SAI, changed how family size is determined, and introduced the FA-DDX for automatic tax data transfer. The simplified FAFSA first applied to the 2024-25 award year.","The FAFSA Simplification Act, passed on December 27, 2020, mandated significant changes to the FAFSA process. Key changes include:

1. **Direct Data Exchange**: The Fostering Undergraduate Talent by Unlocking Resources for Education (FUTURE) Act authorized a direct data exchange with the IRS, eliminating the need for most applicants to self-report their income and tax information. This new system, called the FUTURE Act Direct Data Exchange (FA-DDX), automatically retrieves federal tax information (FTI) from the IRS, which is considered verified for Title IV purposes.

2. **Consent Requirement**: Unlike the previous IRS Data Retrieval Tool (DRT), which allowed applicants to opt in, the FA-DDX requires applicants and contributors (like parents or spouses) to provide consent for the Department to obtain and use their tax information.

3. **FAFSA Partner Portal**: The FAFSA Partner Portal replaced the FAA Access to CPS Online, and it no longer allows financial aid administrators to initiate new applications on behalf of students. All contributors must provide their own consent.

4. **Changes to FAFSA Form**: The FAFSA form has been updated to reflect these changes, including new sections on signatures and expanded explanations for tax filing statuses.

These changes aim to streamline the application process and reduce the burden on applicants.","federal-primary 2025-26 (priority 1)","",""
"T-04","T","Baseline-LLM","Does the number of people in my family still affect my financial aid the same way it used to?","The FAFSA Simplification Act changed how family size is determined. Under the new rules, family size is based on the number of people listed as dependents on the federal tax return, rather than the prior self-reported household count. This change took effect starting with the 2024-25 FAFSA.","The context does not provide information about whether the number of people in your family still affects financial aid in the same way as before. Therefore, I cannot answer your question.","federal-primary 2025-26 (priority 1)","",""
"T-04","T","RAG-Standard","Does the number of people in my family still affect my financial aid the same way it used to?","The FAFSA Simplification Act changed how family size is determined. Under the new rules, family size is based on the number of people listed as dependents on the federal tax return, rather than the prior self-reported household count. This change took effect starting with the 2024-25 FAFSA.","No, the number of people in your family does not affect the SAI calculation in the same way it used to. While the number in college is still a required question on the FAFSA form, it is no longer used to calculate the SAI. However, schools can use the information for special circumstance adjustments.","federal-primary 2025-26 (priority 1)","",""
"T-04","T","RAG-AuthAware","Does the number of people in my family still affect my financial aid the same way it used to?","The FAFSA Simplification Act changed how family size is determined. Under the new rules, family size is based on the number of people listed as dependents on the federal tax return, rather than the prior self-reported household count. This change took effect starting with the 2024-25 FAFSA.","No, the number of people in your family does not affect your financial aid in the same way it used to. While the number in college is still a required question on the FAFSA form, it is no longer used to calculate a student's SAI (Student Aid Index). However, schools can use the information to perform a special circumstance adjustment for a student.","federal-primary 2025-26 (priority 1)","",""
"T-05","T","Baseline-LLM","I'm applying for aid for two kids in college at the same time — does having more than one in college help us get more aid?","Under the 2025-26 rules, the number of family members in college no longer reduces the SAI. This is a significant change from prior years. Under the old EFC formula, having multiple students in college simultaneously reduced the EFC, increasing aid. Under the SAI formula, this discount was eliminated.","The context does not provide information about whether having more than one child in college affects the amount of financial aid you can receive. Therefore, I cannot answer your question based on the provided information.","federal-primary 2025-26 (priority 1)","",""
"T-05","T","RAG-Standard","I'm applying for aid for two kids in college at the same time — does having more than one in college help us get more aid?","Under the 2025-26 rules, the number of family members in college no longer reduces the SAI. This is a significant change from prior years. Under the old EFC formula, having multiple students in college simultaneously reduced the EFC, increasing aid. Under the SAI formula, this discount was eliminated.","The context states that while the number in college is no longer a factor in the SAI formula, it is a required question on the FAFSA form. Schools can use the information provided to perform a special circumstance adjustment for a student. However, it does not explicitly state that having more than one child in college will help you get more aid. Therefore, the information does not clearly indicate whether having multiple children in college will increase your financial aid eligibility.","federal-primary 2025-26 (priority 1)","",""
"T-05","T","RAG-AuthAware","I'm applying for aid for two kids in college at the same time — does having more than one in college help us get more aid?","Under the 2025-26 rules, the number of family members in college no longer reduces the SAI. This is a significant change from prior years. Under the old EFC formula, having multiple students in college simultaneously reduced the EFC, increasing aid. Under the SAI formula, this discount was eliminated.","The context indicates that while the number in college is no longer a factor in the SAI (Student Aid Index) formula, it is still a required question on the FAFSA form. Schools can use the information provided to perform a special circumstance adjustment for a student. However, the context does not specify whether having more than one child in college will directly help you get more aid. Therefore, it is unclear if having two kids in college will result in more financial aid.","federal-primary 2025-26 (priority 1)","",""
"T-06","T","Baseline-LLM","My family owns a small business — does that count against my financial aid?","Under the 2025-26 rules, small businesses owned by the family with fewer than 100 full-time employees are excluded from the SAI calculation. This is the same exclusion that applied under the prior EFC formula. However, the definition of excluded assets was clarified under the FAFSA Simplification Act.","The context does not provide specific information about how owning a small business affects financial aid eligibility. Therefore, I cannot answer your question clearly.","federal-primary 2025-26 (priority 1)","",""
"T-06","T","RAG-Standard","My family owns a small business — does that count against my financial aid?","Under the 2025-26 rules, small businesses owned by the family with fewer than 100 full-time employees are excluded from the SAI calculation. This is the same exclusion that applied under the prior EFC formula. However, the definition of excluded assets was clarified under the FAFSA Simplification Act.","Yes, the net worth of all businesses must be reported on the FAFSA form, regardless of the size of the enterprise. This means that the value of your family's small business could be considered in the financial aid assessment.","federal-primary 2025-26 (priority 1)","",""
"T-06","T","RAG-AuthAware","My family owns a small business — does that count against my financial aid?","Under the 2025-26 rules, small businesses owned by the family with fewer than 100 full-time employees are excluded from the SAI calculation. This is the same exclusion that applied under the prior EFC formula. However, the definition of excluded assets was clarified under the FAFSA Simplification Act.","Yes, the value of a family’s business is reported as an asset on the FAFSA form, regardless of the size of the enterprise. However, if you are a dependent student, you may be exempt from asset reporting if you meet certain criteria, such as qualifying for a Maximum Pell Grant or if your parents' income is below a certain threshold.","federal-primary 2025-26 (priority 1)","",""
"T-07","T","Baseline-LLM","Does my 529 college savings plan hurt my chances of getting financial aid?","Yes, but to a limited degree. A 529 plan owned by a dependent student's parent is counted as a parental asset and assessed at a maximum rate of 5.64%. Under both the old EFC and new SAI formulas, parental assets are weighted more favorably than student assets. The specific assessment rate did not change substantially with the FAFSA Simplification Act.","The context does not provide information about how a 529 college savings plan affects financial aid eligibility. Therefore, I cannot answer your question.","federal-primary 2025-26 (priority 1)","",""
"T-07","T","RAG-Standard","Does my 529 college savings plan hurt my chances of getting financial aid?","Yes, but to a limited degree. A 529 plan owned by a dependent student's parent is counted as a parental asset and assessed at a maximum rate of 5.64%. Under both the old EFC and new SAI formulas, parental assets are weighted more favorably than student assets. The specific assessment rate did not change substantially with the FAFSA Simplification Act.","The context does not provide specific information about how a 529 college savings plan affects financial aid eligibility. Therefore, I cannot answer your question clearly.","federal-primary 2025-26 (priority 1)","",""
"T-07","T","RAG-AuthAware","Does my 529 college savings plan hurt my chances of getting financial aid?","Yes, but to a limited degree. A 529 plan owned by a dependent student's parent is counted as a parental asset and assessed at a maximum rate of 5.64%. Under both the old EFC and new SAI formulas, parental assets are weighted more favorably than student assets. The specific assessment rate did not change substantially with the FAFSA Simplification Act.","The context does not provide specific information about how a 529 college savings plan affects financial aid eligibility. Therefore, I cannot answer your question clearly based on the provided information.","federal-primary 2025-26 (priority 1)","",""
"T-08","T","Baseline-LLM","I heard there's a new way the FAFSA handles money my grandparents give me for college — what changed?","Starting with the 2024-25 FAFSA, distributions from grandparent-owned 529 plans are no longer reported as student income on the FAFSA. Previously, these distributions were counted as student income and could significantly reduce aid eligibility. This change was part of the FAFSA Simplification Act.","The context provided does not contain any information about changes to how the FAFSA handles money given by grandparents for college. Therefore, I cannot answer your question.","federal-primary 2025-26 (priority 1)","",""
"T-08","T","RAG-Standard","I heard there's a new way the FAFSA handles money my grandparents give me for college — what changed?","Starting with the 2024-25 FAFSA, distributions from grandparent-owned 529 plans are no longer reported as student income on the FAFSA. Previously, these distributions were counted as student income and could significantly reduce aid eligibility. This change was part of the FAFSA Simplification Act.","The context provided does not contain any information about changes to how the FAFSA handles money given by grandparents for college. Therefore, I cannot answer your question.","federal-primary 2025-26 (priority 1)","",""
"T-08","T","RAG-AuthAware","I heard there's a new way the FAFSA handles money my grandparents give me for college — what changed?","Starting with the 2024-25 FAFSA, distributions from grandparent-owned 529 plans are no longer reported as student income on the FAFSA. Previously, these distributions were counted as student income and could significantly reduce aid eligibility. This change was part of the FAFSA Simplification Act.","The provided context does not contain any information about changes to how the FAFSA handles money given by grandparents for college. Therefore, I cannot answer your question.","federal-primary 2025-26 (priority 1)","",""
"T-09","T","Baseline-LLM","What is the Student Aid Index and how is it different from what they used to use?","The Student Aid Index (SAI) is a number used to determine federal aid eligibility. It replaced the Expected Family Contribution (EFC). Unlike the EFC, the SAI can be negative (as low as −1500), indicating the highest level of financial need. A lower SAI means more aid. The SAI is not the amount a family is expected to pay.","The Student Aid Index (SAI) is a new measure that will replace the Expected Family Contribution (EFC) in determining a student's eligibility for federal student aid. The SAI is designed to provide a more accurate assessment of a family's financial situation and to simplify the financial aid process. Unlike the EFC, which could sometimes lead to confusion about how much families were expected to contribute, the SAI aims to be more straightforward and transparent in its calculations.","federal-primary 2025-26 (priority 1)","",""
"T-09","T","RAG-Standard","What is the Student Aid Index and how is it different from what they used to use?","The Student Aid Index (SAI) is a number used to determine federal aid eligibility. It replaced the Expected Family Contribution (EFC). Unlike the EFC, the SAI can be negative (as low as −1500), indicating the highest level of financial need. A lower SAI means more aid. The SAI is not the amount a family is expected to pay.","The Student Aid Index (SAI) is an eligibility index number that a college’s or career school’s financial aid office uses to determine how much federal student aid a student would receive if they attended the school. The SAI results from the information provided in the FAFSA form, with most tax information being transferred directly from the IRS. A key point is that the SAI is not a dollar amount of aid eligibility or what a family is expected to provide; rather, a negative SAI indicates higher financial need.

The context does not provide specific information on what was used previously instead of the SAI, so I cannot answer how it differs from what they used to use.","federal-primary 2025-26 (priority 1)","",""
"T-09","T","RAG-AuthAware","What is the Student Aid Index and how is it different from what they used to use?","The Student Aid Index (SAI) is a number used to determine federal aid eligibility. It replaced the Expected Family Contribution (EFC). Unlike the EFC, the SAI can be negative (as low as −1500), indicating the highest level of financial need. A lower SAI means more aid. The SAI is not the amount a family is expected to pay.","The Student Aid Index (SAI) is an eligibility index number that a college’s or career school’s financial aid office uses to determine how much federal student aid a student would receive if they attended the school. The SAI results from the information provided in the FAFSA form. Most of the tax information used to calculate the SAI is transferred directly from the IRS into the FAFSA form, although some applicants may need to manually provide tax information.

The SAI is not a dollar amount of aid eligibility or what a family is expected to provide. A negative SAI indicates that the student has higher financial need.

The context does not provide information on what was used previously instead of the SAI, so I cannot explain how it differs from what they used to use.","federal-primary 2025-26 (priority 1)","",""
"T-10","T","Baseline-LLM","I filed my FAFSA last year — do I need to redo the whole thing or can I just update it?","Students must submit a new FAFSA each academic year. However, most information carries over from the prior year's application and can be updated rather than re-entered from scratch. Tax data is refreshed automatically via the FA-DDX each year.","The context does not provide information on whether you need to redo the whole FAFSA or just update it. Therefore, I cannot answer your question clearly.","federal-primary 2025-26 (priority 1)","",""
"T-10","T","RAG-Standard","I filed my FAFSA last year — do I need to redo the whole thing or can I just update it?","Students must submit a new FAFSA each academic year. However, most information carries over from the prior year's application and can be updated rather than re-entered from scratch. Tax data is refreshed automatically via the FA-DDX each year.","You do not need to redo the whole FAFSA. You can update your FAFSA by making corrections or changes online or using the FAFSA Partner Portal, as long as you have the necessary information, such as your Data Retrieval Number (DRN) if your school is not listed on your application.","federal-primary 2025-26 (priority 1)","",""
"T-10","T","RAG-AuthAware","I filed my FAFSA last year — do I need to redo the whole thing or can I just update it?","Students must submit a new FAFSA each academic year. However, most information carries over from the prior year's application and can be updated rather than re-entered from scratch. Tax data is refreshed automatically via the FA-DDX each year.","You do not need to redo the whole FAFSA. You can update your previously submitted FAFSA by making corrections or updates online or through the FAFSA Partner Portal, as long as you have the necessary information, such as your Data Release Number (DRN) if your school is not listed on your application.","federal-primary 2025-26 (priority 1)","",""
